"Subject" "Activity" "tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyAccMag.mean.." "tGravityAccMag.mean.." "tBodyAccJerkMag.mean.." "tBodyGyroMag.mean.." "tBodyGyroJerkMag.mean.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAcc.meanFreq...X" "fBodyAcc.meanFreq...Y" "fBodyAcc.meanFreq...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyAccJerk.meanFreq...X" "fBodyAccJerk.meanFreq...Y" "fBodyAccJerk.meanFreq...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyGyro.meanFreq...X" "fBodyGyro.meanFreq...Y" "fBodyGyro.meanFreq...Z" "fBodyAccMag.mean.." "fBodyAccMag.meanFreq.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyAccJerkMag.meanFreq.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroMag.meanFreq.." "fBodyBodyGyroJerkMag.mean.." "fBodyBodyGyroJerkMag.meanFreq.." "angle.tBodyAccMean.gravity." "angle.tBodyAccJerkMean..gravityMean." "angle.tBodyGyroMean.gravityMean." "angle.tBodyGyroJerkMean.gravityMean." "angle.X.gravityMean." "angle.Y.gravityMean." "angle.Z.gravityMean." "tBodyAcc.std...X" "tBodyAcc.std...Y" "tBodyAcc.std...Z" "tGravityAcc.std...X" "tGravityAcc.std...Y" "tGravityAcc.std...Z" "tBodyAccJerk.std...X" "tBodyAccJerk.std...Y" "tBodyAccJerk.std...Z" "tBodyGyro.std...X" "tBodyGyro.std...Y" "tBodyGyro.std...Z" "tBodyGyroJerk.std...X" "tBodyGyroJerk.std...Y" "tBodyGyroJerk.std...Z" "tBodyAccMag.std.." "tGravityAccMag.std.." "tBodyAccJerkMag.std.." "tBodyGyroMag.std.." "tBodyGyroJerkMag.std.." "fBodyAcc.std...X" "fBodyAcc.std...Y" "fBodyAcc.std...Z" "fBodyAccJerk.std...X" "fBodyAccJerk.std...Y" "fBodyAccJerk.std...Z" "fBodyGyro.std...X" "fBodyGyro.std...Y" "fBodyGyro.std...Z" "fBodyAccMag.std.." "fBodyBodyAccJerkMag.std.." "fBodyBodyGyroMag.std.." "fBodyBodyGyroJerkMag.std.."
8 "WALKING" 0.3212159 0.0065371892 -0.13681151 0.94870618 -0.26428595 -0.026985087 0.23069852 -0.4103744 -0.22709254 -0.01035148 -0.12328242 0.11295188 -0.65338326 0.044395293 -0.24263521 -0.056574742 -0.056574742 -0.16140365 0.0061484294 -0.29438736 -0.31784599 0.34870247 -0.39955127 -0.54968628 0.0084476574 0.13080684 -0.39825741 0.10165694 -0.52097753 -0.37754362 -0.42375746 -0.16084708 0.21979042 -0.29750932 -0.28410798 0.18906556 -0.16210376 -0.054469609 -0.16767246 0.25749179 -0.18510648 -0.063443986 -0.21935277 0.069727813 -0.41223429 0.37792086 -0.2147608 -0.43474672 -0.51481359 0.84068183 -0.75762833 0.26418393 0.040356958 -0.26258415 0.3581148 -0.38371394 -0.98817041 -0.96330404 -0.9804149 -0.36539001 0.26583345 -0.54847712 -0.098682368 -0.16729733 -0.22759397 -0.067345095 -0.4271386 -0.40325035 -0.25960086 -0.25960086 -0.22626812 -0.14483277 -0.46549942 -0.24181666 0.27694678 -0.42388826 -0.38684791 0.35827486 -0.5732745 -0.20081439 -0.1019508 -0.28046147 -0.43203341 -0.28704886 -0.24018573 -0.58551685
8 "WALKING_DOWNSTAIRS" 0.24549801 -0.037943671 -0.10263026 0.93637586 -0.23283635 -0.01398706 0.3564905 -0.14051945 -0.14476106 -0.19134322 -0.011361023 0.042787486 -0.046497812 -0.18702471 -0.13868859 0.23710131 0.23710131 0.21764846 0.13065908 -0.11505076 0.14129246 0.60821489 0.041365903 -0.25041495 -0.21316329 0.11835039 0.1473106 0.28829709 -0.10374354 -0.25540824 -0.5907362 -0.15002762 -0.024254511 0.16474664 0.055203574 -0.31667747 -0.14312693 -0.1787304 0.3383695 0.028447404 0.26005195 0.1489242 0.04245613 0.17089123 -0.27637324 0.23228983 0.21933627 -0.81631492 0.91474991 -0.34045058 -0.78707336 0.24469856 0.031584784 0.034029063 0.67925162 0.030553231 -0.94615439 -0.92797915 -0.89780214 0.16463849 0.41945827 -0.14795879 -0.14063472 0.10542842 -0.1109455 -0.14733554 -0.1550445 -0.1976704 0.20519683 0.20519683 0.19401547 0.0018915875 -0.31175955 -0.01140243 0.60964341 -0.060375654 0.077690368 0.46927408 -0.18855027 -0.18027128 0.059224194 -0.25410266 -0.064721067 0.094705067 -0.20702596 -0.41241713
8 "WALKING_UPSTAIRS" 0.44286369 -0.061275311 -0.12653131 0.88543534 -0.31346649 0.026248911 -0.30393796 -0.14797302 0.041656603 0.11000387 -0.056773966 0.30018309 -0.11337109 0.43371069 -0.045540042 0.13250957 0.13250957 -0.062061916 0.15082464 -0.33070598 0.0041694641 0.18989327 -0.17131421 -0.17913926 -0.030720167 -0.32814162 0.0087269442 -0.0028297862 -0.41262544 -0.036123141 -0.4184868 -0.29931149 -0.06836792 0.10113435 -0.046053579 -0.2332952 -0.093586065 -0.56247258 0.023506511 0.24558945 0.14789486 0.17075186 -0.16094503 0.12248586 -0.37523298 0.21849597 -0.78255478 0.64277825 -0.58296962 0.20820348 -0.70001542 0.3048953 0.0031453562 -0.04827638 0.26797074 0.026062578 -0.91937146 -0.95712343 -0.86785243 0.05897403 0.058884237 -0.49120478 -0.28895159 0.13441552 0.1022249 -0.21544138 -0.36479613 -0.47231403 -0.1062521 -0.1062521 0.041642397 -0.15498906 -0.40984275 -0.069711835 0.22795229 0.048024781 0.018131087 0.056518692 -0.57226601 -0.35917434 0.14658517 0.045882233 -0.32690826 -0.11955014 -0.29861479 -0.50250276
9 "LAYING" 0.2882513 -0.019009273 -0.11287131 -0.41235439 -0.43819843 0.92537503 0.099052493 0.010138982 0.013352041 -0.037088798 -0.063772132 0.074012977 -0.092734895 -0.028852433 -0.04346634 -0.96674075 -0.96674075 -0.97307739 -0.95482881 -0.97695065 -0.96313235 -0.96492477 -0.96117424 -0.19535629 -0.32224887 0.072047986 -0.97014514 -0.97746638 -0.965993 -0.055738464 -0.36553068 -0.28833173 -0.94364525 -0.96648951 -0.97388953 -0.29799696 -0.27824612 -0.15562663 -0.96796176 0.038741872 -0.96725755 -0.10928201 -0.95862827 -0.20822701 -0.97491442 -0.14775761 0.20256633 -0.23196845 0.41840053 -0.07067586 0.54756644 0.40069089 -0.80870953 -0.97034621 -0.95789737 -0.96019447 -0.9947375 -0.98913107 -0.99171763 -0.97044178 -0.97560325 -0.96956503 -0.95164101 -0.96561555 -0.96942377 -0.95314847 -0.97964518 -0.98597274 -0.96504329 -0.96504329 -0.96579874 -0.94859741 -0.96862504 -0.97369317 -0.95600006 -0.96187283 -0.97348023 -0.97500712 -0.97159942 -0.95417466 -0.96522145 -0.97060244 -0.96759156 -0.96238675 -0.95054659 -0.96317562
9 "SITTING" 0.29722137 -0.023536578 0.021983318 0.96885931 -0.089490597 0.025292784 0.038879063 0.1850899 -0.41737296 -0.013457252 -0.26458499 -0.13035029 -0.08821027 -0.042583422 -0.065670124 -0.68836073 -0.68836073 -0.96238099 -0.85156048 -0.96946873 -0.95240108 -0.72611836 -0.52402313 -0.22287341 -0.15428222 -0.079097734 -0.97505013 -0.95889677 -0.94371914 -0.095068987 -0.45516019 -0.20727528 -0.91468283 -0.94987454 -0.92328698 -0.45139995 -0.55125105 -0.5519767 -0.53611917 -0.14520122 -0.95608352 0.014884787 -0.921028 -0.65537836 -0.96246864 -0.42293334 -0.069112835 0.12254562 -0.092418224 -0.60730796 -0.92955467 0.14518226 0.0040618495 -0.95208783 -0.63020868 -0.32331501 -0.89551954 -0.73100095 -0.22602964 -0.97390414 -0.95651738 -0.95444179 -0.91856669 -0.9397373 -0.90969642 -0.93888469 -0.97250937 -0.96646539 -0.47629011 -0.47629011 -0.94991943 -0.8752112 -0.95377201 -0.95176826 -0.60986263 -0.27857885 -0.97491065 -0.95666393 -0.96504031 -0.92034445 -0.93448657 -0.91362728 -0.52614768 -0.94102851 -0.87009269 -0.94666226
9 "STANDING" 0.27358289 -0.015195365 -0.11503398 0.96503065 0.037512299 -0.099919694 0.087309744 -0.036137439 0.028739952 -0.012946319 -0.00034246332 0.18752117 -0.10604282 -0.103964 -0.12091058 -0.94299161 -0.94299161 -0.97424997 -0.92145986 -0.97422743 -0.9772928 -0.92503703 -0.93222233 -0.17737828 -0.11576123 -0.0596481 -0.97788819 -0.97088566 -0.95826427 0.096416987 -0.21221643 -0.0769753 -0.9568524 -0.93135255 -0.9091637 -0.22431711 0.37186557 0.21756775 -0.93433673 -0.14549851 -0.96385632 0.16750701 -0.90918317 0.28846355 -0.96586784 -0.12519292 0.14092716 -0.12799643 -0.13688234 0.056958904 -0.8861096 0.058290652 0.09170385 -0.98095394 -0.89550193 -0.91123957 -0.99713009 -0.95714243 -0.93520946 -0.97902778 -0.97219506 -0.9635023 -0.96152918 -0.93989251 -0.92188537 -0.96793282 -0.97049117 -0.97361365 -0.92536586 -0.92536586 -0.96226965 -0.91816077 -0.96640161 -0.98255544 -0.88785939 -0.90613196 -0.98239559 -0.97602378 -0.96735139 -0.96304776 -0.94618376 -0.93359516 -0.93091914 -0.95871919 -0.94042004 -0.96914363
9 "WALKING" 0.33053958 -0.028434636 -0.13539586 0.92983934 0.030233927 -0.24339047 -0.10332754 0.02893141 -0.0090717131 -0.084712531 -0.019286623 0.18380156 0.026297767 -0.069648129 -0.18246995 -0.10899038 -0.10899038 -0.15020399 -0.25215136 -0.47097927 -0.19903117 -0.31518542 -0.28684838 -0.32888913 -0.017569901 -0.2054336 -0.21774597 -0.39138124 -0.4666462 -0.33153546 -0.43314222 -0.31271065 -0.41863605 -0.40458707 -0.24910266 -0.19330069 -0.037347691 -0.31924996 -0.21885837 0.23565607 -0.23027771 0.22582681 -0.53275362 0.19042891 -0.54722821 0.25909542 -0.60270879 0.82790361 0.65989785 -0.74906924 -0.75307106 0.063242932 0.19367325 -0.20261384 -0.25923539 -0.11548934 -0.98167685 -0.96741097 -0.96319718 -0.059757805 -0.29899531 -0.49539522 -0.4505993 -0.40296736 -0.19312848 -0.55661446 -0.48537282 -0.44508944 -0.33806566 -0.33806566 -0.2835817 -0.50902738 -0.57616389 -0.20397438 -0.27709011 -0.095789981 0.011234214 -0.2462549 -0.52132549 -0.46484275 -0.40616374 -0.24928296 -0.51924398 -0.36280817 -0.57702487 -0.64675351
9 "WALKING_DOWNSTAIRS" 0.3761998 0.013777668 -0.13982094 0.93504903 -0.010235632 -0.15841357 -0.1083439 -0.16241821 0.23059207 -0.16834694 -0.13129325 0.10286071 0.029882149 0.10455398 -0.19297603 0.13036812 0.13036812 -0.071161197 -0.10968503 -0.31789141 0.25459797 -0.23394578 0.19846084 -0.51598191 0.084821405 -0.073556588 0.11148794 -0.31003835 -0.03034821 -0.35607748 -0.12107725 -0.22361438 -0.39555745 -0.063347181 -0.14815487 -0.24087624 0.011220653 -0.1454777 0.47678747 -0.022564547 0.33139151 0.0098254079 -0.17315033 0.20985706 -0.13877804 0.015775518 -0.56782946 0.59513297 0.87546291 -0.47214391 -0.83994162 0.09085045 0.13465368 0.19502203 -0.24976093 0.19481982 -0.9361558 -0.91883 -0.89391475 0.16876027 -0.300267 -0.17077979 -0.36130739 -0.099339012 -0.20102763 -0.55328051 -0.14957366 -0.29628158 0.36598088 0.36598088 0.28048401 -0.14466628 -0.12389617 0.17069287 -0.30564517 0.094839255 0.12560937 -0.33879641 -0.31936372 -0.36130136 -0.12873298 -0.29213662 0.086390016 0.20860402 -0.27279111 -0.16369168
9 "WALKING_UPSTAIRS" 0.18948124 -0.0094320591 -0.062515275 0.84116507 0.099994877 -0.4042844 0.080144321 0.14055941 -0.13089855 -0.41088164 0.082298993 0.3457325 0.45581214 -0.4868289 -0.19061722 -0.16629486 -0.16629486 -0.39004207 0.0065419938 -0.59103253 -0.27283513 -0.50843103 -0.35731332 -0.57753153 -0.095990511 -0.58912464 -0.36129497 -0.65147182 -0.63400916 -0.63693661 -0.54000218 -0.70105616 -0.062426945 -0.28434197 -0.37774224 0.10167728 -0.09387895 -0.38099824 -0.32061645 -0.0111325 -0.38618845 -0.10387086 -0.42876817 -0.34051501 -0.64512176 0.20838982 0.75528602 -0.24480874 0.80382976 -0.48252338 -0.57258742 0.015117092 0.31345042 -0.24364092 -0.51235549 -0.083797974 -0.91872029 -0.87150522 -0.83904492 -0.25592765 -0.63628084 -0.64386306 -0.26106068 -0.16976286 -0.35099772 -0.59860913 -0.60974508 -0.62581399 -0.38434424 -0.38434424 -0.43347674 -0.30784289 -0.67211097 -0.23236762 -0.54473329 -0.023348506 -0.2165193 -0.64396171 -0.65148285 -0.32399547 -0.11196526 -0.40167861 -0.51885988 -0.50396966 -0.34714857 -0.73510886
10 "LAYING" 0.27438387 -0.016579267 -0.10714079 -0.42942554 0.94144728 0.30319328 0.068620335 0.0044059827 0.0080375645 -0.027749019 -0.070821704 0.087644738 -0.098216657 -0.042407107 -0.052155437 -0.99644052 -0.99644052 -0.99375687 -0.99395324 -0.99140811 -0.99115746 -0.99405562 -0.99266094 -0.045279796 0.40334163 0.42402469 -0.99283737 -0.99257554 -0.99301433 0.03127331 0.20136189 0.15819513 -0.99762846 -0.98801368 -0.99717772 0.23511215 0.30964166 0.42241946 -0.995128 0.4222552 -0.99665148 0.49916122 -0.99163939 0.80315268 -0.98932642 0.41067593 -0.29675906 0.19687374 -0.9418724 0.39412591 0.56003029 -0.79621568 -0.19791698 -0.99276327 -0.99520511 -0.99427082 -0.99725469 -0.99857485 -0.99679458 -0.99296936 -0.99215936 -0.99373641 -0.99830369 -0.98930404 -0.99674214 -0.99786598 -0.98695368 -0.99673205 -0.9950084 -0.9950084 -0.99692315 -0.99310107 -0.9901278 -0.99347379 -0.99506943 -0.99504347 -0.99376039 -0.99214505 -0.99288362 -0.99850334 -0.99020092 -0.99675688 -0.9947694 -0.99604368 -0.99568346 -0.99171628
10 "SITTING" 0.27530064 -0.016504415 -0.103744 0.6499472 0.52973764 0.25448789 0.077944744 0.0025215463 -0.0031665075 -0.030963983 -0.089638068 0.1463433 -0.096251715 -0.038081024 -0.079428951 -0.99682052 -0.99682052 -0.99672694 -0.97439091 -0.998554 -0.99712107 -0.98900448 -0.99685175 0.12249168 0.11659896 0.34280609 -0.99640241 -0.99482932 -0.99486664 0.26033213 0.099733964 0.2506617 -0.99601728 -0.99641989 -0.96449003 0.13427365 0.1183373 -0.010050149 -0.99841215 0.46526009 -0.99882887 0.42894013 -0.97809368 -0.21027032 -0.99886343 0.84793427 -0.064787005 0.19268237 8.0165793e-05 0.032226649 -0.34708959 -0.31151534 -0.16300601 -0.99789064 -0.98941657 -0.99622513 -0.99575317 -0.98394343 -0.99173163 -0.996235 -0.99424855 -0.99596764 -0.99634618 -0.99684754 -0.96199436 -0.99837412 -0.99786061 -0.99739405 -0.99840466 -0.99840466 -0.99869022 -0.96614016 -0.9990982 -0.99828605 -0.98919655 -0.99517814 -0.99634368 -0.99387307 -0.99560497 -0.99637785 -0.9971057 -0.96445379 -0.99787108 -0.99712136 -0.96451495 -0.99927599
10 "STANDING" 0.27908529 -0.014527239 -0.050380306 0.95995042 -0.228945 -0.045308124 0.073588267 0.029060586 0.048787651 -0.029146596 -0.029380022 0.080907578 -0.093170378 -0.052593136 -0.042669624 -0.91935736 -0.91935736 -0.95554601 -0.92712269 -0.96417335 -0.95651737 -0.89233941 -0.91679558 -0.11694457 -0.1144996 -0.0079162847 -0.94943751 -0.91612041 -0.94773636 -0.16689406 -0.57260359 -0.27617746 -0.91082218 -0.94213665 -0.94013892 -0.4891842 -0.36191922 -0.20624158 -0.90405287 -0.051322635 -0.91486163 -0.49437518 -0.92009139 -0.29644767 -0.95727606 -0.44511727 0.036287739 0.12960023 0.17356042 -0.31781111 -0.78944921 0.23961453 0.05300186 -0.96602636 -0.88808889 -0.87841157 -0.99919235 -0.99698019 -0.95744233 -0.94790634 -0.90475967 -0.95383418 -0.92309655 -0.93705231 -0.94306047 -0.93528613 -0.96784366 -0.95907144 -0.88095146 -0.88095146 -0.89982284 -0.90183116 -0.95069899 -0.97058665 -0.89190069 -0.86789771 -0.95085746 -0.89848859 -0.95851926 -0.92705988 -0.93441501 -0.94911346 -0.88666046 -0.88163661 -0.90641811 -0.94577618
10 "WALKING" 0.29766092 -0.029555515 -0.11271367 0.95932575 -0.22154615 0.03639937 -0.3169969 0.1310285 -0.11768329 -0.00079772676 -0.029468146 0.092400381 0.05486802 -0.17365808 0.21843694 -0.094447386 -0.094447386 -5.0999809e-05 -0.086436133 -0.34944231 -0.10069962 0.15203489 -0.41244168 -0.077921312 0.3114553 0.37150389 -0.083007334 0.18294633 -0.41991241 -0.16214543 -0.075015084 0.14712416 -0.1597553 -0.31532332 0.023065752 -0.052028446 0.058110346 -0.031011862 -0.050873153 0.35035132 0.021743317 0.12680381 -0.30821029 0.2217241 -0.38425261 0.040405714 -0.46820981 0.9247579 -0.47296912 -0.48669189 -0.79993422 0.23488021 -0.003479158 -0.14971981 0.056173898 -0.42605819 -0.96995485 -0.9897396 -0.94804964 0.0089034236 0.29619283 -0.45052176 -0.27204774 -0.24659514 -0.1254353 -0.25454444 -0.40942719 -0.1702123 -0.18591372 -0.18591372 0.069557558 -0.33011759 -0.35163877 -0.16976192 -0.066659911 -0.48115543 0.014945585 0.33471975 -0.4782066 -0.30936404 -0.21235187 -0.26003021 -0.39918168 0.12062788 -0.46553414 -0.35530004
10 "WALKING_DOWNSTAIRS" 0.29944918 -0.049150433 -0.1843334 0.96480439 -0.15185794 0.0053490017 -0.23978387 0.13680015 -0.035852441 -0.41697178 0.044655963 0.10074916 0.015908143 0.13735835 -0.21055661 0.12770789 0.12770789 -0.039389345 0.014030153 -0.32105216 0.13604299 0.068230867 -0.2460745 -0.22227359 -0.05538222 0.34678007 0.10329003 -0.087759802 -0.25667254 -0.25338546 -0.45099833 0.20406178 -0.27382036 -0.17354573 0.2510315 0.0052148929 0.018276181 -0.15796798 0.15561614 0.17874726 0.092678918 0.26503626 -0.25723616 0.058818533 -0.43455756 0.097266313 -0.13473805 0.92062684 0.99308618 -0.2591787 -0.87039984 0.18778432 0.018017391 0.15440314 0.07169216 -0.29245207 -0.98722352 -0.95958855 -0.87867525 0.079985585 -0.065125106 -0.34714103 -0.29227097 -0.25832678 0.094848141 -0.28076474 -0.40231755 -0.09991043 0.099042 0.099042 0.042066806 -0.20799421 -0.38055725 0.16157489 0.0057299065 -0.38052322 -0.047703512 -0.10480282 -0.43914107 -0.3051269 -0.32126181 -0.061657011 -0.10483354 -0.031212245 -0.3096498 -0.35688529
10 "WALKING_UPSTAIRS" 0.13805939 -0.046265889 -0.024569782 0.95255716 -0.27321666 -6.2494123e-05 -0.36951084 0.052079604 0.36050434 0.37353907 -0.096616899 -0.13010628 -0.29303313 0.13480581 -0.11109131 0.062926677 0.062926677 -0.21972765 0.055245223 -0.48288424 -0.05534759 0.076381482 -0.40327732 -0.1933281 -0.16269163 -0.086809378 -0.13655934 -0.13268031 -0.61580991 -0.22662931 -0.64660413 -0.2539493 -0.23943854 -0.21581751 -0.11383483 -0.12532169 -0.44235758 -0.30073407 -0.25919612 0.26121909 -0.10754497 0.11584401 -0.29033374 -0.048339796 -0.54292186 0.34588762 0.39414975 0.70980424 -0.80211969 0.68282155 -0.75172589 0.26966358 0.021737812 -0.065384124 0.13310984 -0.30976282 -0.8687192 -0.95499296 -0.80341259 -0.12106957 -0.094902122 -0.66579911 -0.38749453 0.0010045887 -0.15047307 -0.37065564 -0.60048986 -0.35219606 -0.36968607 -0.36968607 -0.17551831 -0.22213283 -0.59022119 -0.069285252 0.09096221 -0.31326819 -0.18389665 -0.11424834 -0.71651231 -0.43454859 0.10715108 -0.24044945 -0.53960262 -0.27669438 -0.30846449 -0.69408881
11 "LAYING" 0.28189858 -0.018130269 -0.11645895 -0.16268313 0.95631723 0.040216929 0.072427647 0.012939324 0.00056200058 -0.028769425 -0.083960301 0.058164178 -0.10287884 -0.04103643 -0.053807786 -0.99303987 -0.99303987 -0.99062237 -0.98753718 -0.99582163 -0.99400479 -0.98830766 -0.98742274 0.14638186 0.34305606 0.16271052 -0.99312241 -0.98725516 -0.98877172 0.37600328 0.018415003 -0.061201246 -0.98856371 -0.99765124 -0.99185058 0.13392192 0.068833297 0.24967095 -0.99150508 0.35401134 -0.99264647 0.31274006 -0.99371708 0.00083607861 -0.996077 0.057731346 0.096014642 -0.091496114 0.24268675 0.20849042 0.36613923 -0.84692586 -0.0069941106 -0.99559876 -0.99032544 -0.98770895 -0.99435623 -0.99752011 -0.990402 -0.99287169 -0.98628958 -0.98999405 -0.9919359 -0.99760443 -0.99378933 -0.99061098 -0.99812219 -0.9927524 -0.99198238 -0.99198238 -0.99341211 -0.99303562 -0.99551723 -0.99641523 -0.99103712 -0.98797991 -0.99318221 -0.98600937 -0.98965457 -0.9930106 -0.99750691 -0.99513746 -0.99262804 -0.99309417 -0.99353042 -0.99462764
11 "SITTING" 0.27198298 -0.01339172 -0.11246807 0.80812443 0.4118194 0.097585866 0.073435165 0.04691519 -0.031411654 -0.027544343 -0.082931855 0.070338929 -0.098646607 -0.042686056 -0.05805939 -0.95741795 -0.95741795 -0.95200968 -0.96660952 -0.97309138 -0.9689516 -0.90100734 -0.95117504 -0.15648487 0.13236971 0.32867346 -0.96586333 -0.9085179 -0.95771662 0.0092561518 -0.18102314 -0.14844993 -0.97777811 -0.96106767 -0.92225279 0.34189152 -0.04876754 -0.35875845 -0.93518202 0.13429123 -0.93697927 -0.049938772 -0.94678285 -0.15227037 -0.96794306 -0.32568461 0.084513732 -0.13499729 0.17391665 0.30833367 -0.54541465 -0.21229493 -0.047620899 -0.97260443 -0.90490032 -0.95485999 -0.99236835 -0.99093732 -0.99132055 -0.9654125 -0.90699991 -0.96183778 -0.98515695 -0.96561 -0.92830867 -0.97286465 -0.97151537 -0.94911612 -0.93215787 -0.93215787 -0.93066953 -0.94110517 -0.96176263 -0.97409949 -0.91207258 -0.96014374 -0.96800535 -0.91178529 -0.96438598 -0.98763218 -0.96893419 -0.93684339 -0.93981487 -0.92159383 -0.94705136 -0.95675757
11 "STANDING" 0.27782874 -0.014463267 -0.1059776 0.96661592 -0.18111466 0.059712291 0.078792789 0.0080323489 -0.0013469889 -0.027899996 -0.075618692 0.078829634 -0.087348972 -0.032431865 -0.069368501 -0.98175514 -0.98175514 -0.9827049 -0.97512311 -0.98589843 -0.99111542 -0.95129168 -0.98839438 -0.07522836 -0.10872296 0.23067688 -0.99062952 -0.96228611 -0.98818544 -0.049779181 -0.42603467 -0.049776441 -0.96336731 -0.98678677 -0.95756884 -0.23746661 0.062412984 0.074639279 -0.97447139 0.066548393 -0.98048862 0.05589636 -0.96837813 -0.14128227 -0.98601416 -0.22304302 0.058442624 -0.71396042 0.058918699 -0.3761553 -0.83384772 0.20720371 -0.019670894 -0.99280382 -0.94862121 -0.98944268 -0.99978354 -0.9910996 -0.99493242 -0.99107671 -0.96065476 -0.9895177 -0.970255 -0.9873193 -0.96212126 -0.97627216 -0.99135485 -0.97579246 -0.97539296 -0.97539296 -0.98038764 -0.96027948 -0.98423012 -0.99356475 -0.94937999 -0.99013058 -0.99245776 -0.96140778 -0.98929871 -0.97237055 -0.98766781 -0.96710223 -0.9787285 -0.97870119 -0.96150141 -0.98260059
11 "WALKING" 0.27392442 0.016351416 -0.082030277 0.92903934 -0.21786012 0.18319375 0.44636691 0.034612962 0.081274235 0.15928881 -0.23841761 0.17388198 -0.16516397 0.033880089 -0.028600313 -0.31995885 -0.31995885 -0.46682321 -0.43328565 -0.6546282 -0.45077597 -0.16096671 -0.63301668 -0.16701267 -0.1633785 -0.21631073 -0.59294463 -0.32372776 -0.73315261 -0.55098689 -0.4669293 -0.26187256 -0.51029587 -0.61326456 -0.42229654 -0.18357456 -0.41597344 -0.19817204 -0.5361342 -0.023447505 -0.54165565 0.19735422 -0.63853118 0.00014838676 -0.73712726 0.089556639 0.093709455 -0.84828195 -0.89585033 0.54598403 -0.7379289 0.23330815 -0.10655128 -0.48079034 -0.08851872 -0.46650802 -0.97969732 -0.95026044 -0.96145318 -0.55535837 -0.24988387 -0.75248252 -0.61181988 -0.54424724 -0.46822058 -0.5563345 -0.76213313 -0.55573329 -0.53063369 -0.53063369 -0.55848276 -0.61084007 -0.75068057 -0.4929604 -0.10902416 -0.42772601 -0.55545033 -0.21870802 -0.7697174 -0.64401126 -0.50948125 -0.5327226 -0.59986254 -0.58250874 -0.65840295 -0.78769414
11 "WALKING_DOWNSTAIRS" 0.27304939 0.02945461 -0.10811381 0.93196174 -0.22837661 0.11220308 0.83140938 -0.13996152 0.2648785 0.39244569 -0.25059733 0.16530353 -0.29518333 0.1233476 -0.17343819 0.12575117 0.12575117 -0.23068142 -0.28473602 -0.5604492 0.17613024 -0.098898506 -0.38826049 -0.13303921 -0.014769829 0.027124992 -0.16807887 -0.19835097 -0.58656395 -0.47787409 -0.50097157 -0.23728572 -0.47538051 -0.57739068 -0.17480704 0.062107331 -0.16615943 -0.048618896 0.1384137 0.088138461 -0.14988452 -0.12019319 -0.50376562 0.093619826 -0.66926936 -0.043883344 0.16321656 -0.92433615 -0.97956674 0.67969245 -0.7676228 0.24139565 -0.056988742 0.16968723 -0.010238051 -0.32850205 -0.95927696 -0.89392277 -0.92683408 -0.14816941 -0.10548147 -0.61337433 -0.634869 -0.51902919 -0.26938437 -0.52618069 -0.69093255 -0.33388408 0.062844369 0.062844369 -0.17284225 -0.48723601 -0.68198742 0.16725356 -0.027844179 -0.34815216 -0.20349405 -0.063352509 -0.63769907 -0.68738892 -0.48954044 -0.36998698 -0.14758935 -0.20861958 -0.5642055 -0.72213071
11 "WALKING_UPSTAIRS" 0.30987099 -0.024376172 -0.10549025 0.90298296 -0.34439371 0.085326259 0.0084560578 0.047602751 0.016789923 0.092668176 -0.12605695 0.0589157 -0.2297758 0.10225223 -0.082753235 -0.15524527 -0.15524527 -0.52709113 -0.15348028 -0.75494418 -0.37468156 -0.16251548 -0.62360736 -0.79017523 -0.32624284 -0.57312072 -0.55379094 -0.39783029 -0.78324443 -0.85972236 -0.56368063 -0.35596736 -0.35362413 -0.48763014 -0.6429382 -0.48976814 -0.61822783 -0.31639331 -0.33492088 -0.32289615 -0.48429087 -0.44085207 -0.45522229 -0.35946281 -0.76326837 -0.0081798845 -0.87327285 0.87194844 -0.86192412 0.6839918 -0.66641111 0.321932 -0.037631004 -0.24632149 -0.039801514 -0.33141495 -0.96488263 -0.96732193 -0.93421449 -0.47022684 -0.38140948 -0.80277602 -0.23644692 -0.22945464 -0.67063351 -0.62853944 -0.80788607 -0.76067367 -0.29347157 -0.29347157 -0.44771141 -0.26259543 -0.76665707 -0.20124006 -0.04001682 -0.25532885 -0.43466828 -0.40586327 -0.82059585 -0.22099419 -0.11166537 -0.71025662 -0.3806877 -0.40708509 -0.27040153 -0.78727153
